,result,table,time,cloudcover,dew,humidity,precip,precipprob,solarenergy,solarradiation,sunelevation,temp,uvindex,whProduced
,,0,1679572800000,99.1,43.5,74.89,0,0,0,0,-35.9,51.2,0,0
,,0,1679576400000,99.1,43.2,77,0,0,0,0,-25.5,50.1,0,0
,,0,1679580000000,99.1,42.3,72.02,0,0,0,0,-14.1,51,0,0
,,0,1679583600000,99.1,40.5,69.33,0,0,0,0,-2.3,50.1,0,36
,,0,1679587200000,97.9,40.3,68.87,0,0,0.2,53,9.7,50.1,1,447
,,0,1679590800000,89.6,41.4,68.66,0,0,0.4,123,21.4,51.3,1,1474
,,0,1679594400000,89,40.3,61.75,0,0,0.5,146,32.5,53.1,1,921
,,0,1679598000000,79.5,42.3,68.11,0,0,0.6,156,42.3,52.6,2,1931
,,0,1679601600000,93.7,41.3,62.97,0,0,1.2,332,49.9,53.6,3,3702
,,0,1679605200000,89,40.2,56.63,0,0,3.2,895,53.7,55.3,9,3874
,,0,1679608800000,81.5,41,55.32,0,0,1.1,292,52.4,56.9,3,0
,,0,1679612400000,82.3,38.8,50.83,0,0,3.1,861,46.5,56.9,9,0
,,0,1679616000000,82.5,39.6,51.45,0,0,2.5,691,37.6,57.4,7,0
,,0,1679619600000,82.5,40.4,55.97,0,0,1.4,397,27,55.9,4,0
,,0,1679623200000,89,40.6,58.48,0,0,0.2,53,15.6,54.9,1,0
,,0,1679626800000,90.2,41.8,65.4,0,0,0,12,3.9,53.1,0,0
,,0,1679630400000,99.1,43.7,72.71,0,0,0,5,-8.2,52.2,0,0
,,0,1679634000000,91.1,44.4,77.09,0.001,100,0,11,-19.8,51.3,0,0
,,0,1679637600000,91.1,44.1,77.13,0,0,0,9,-30.7,51,0,0
,,0,1679641200000,58.7,43.6,81.06,0.002,100,0,8,-40.3,49.2,0,0
,,0,1679644800000,74.3,42.2,77.71,0,0,0,0,-47.6,48.8,0,0
,,0,1679648400000,4.3,39.3,71.8,0,0,0,0,-51.2,48,0,0
,,0,1679652000000,26.6,37.5,70.91,0,0,0,0,-49.9,46.4,0,0
,,0,1679655600000,2.4,36.4,70.63,0,0,0,0,-44.2,45.4,0,0
,,0,1679659200000,2.4,34.7,63.78,0,0,0,0,-35.6,46.3,0,0
,,0,1679662800000,2.4,33.8,65.84,0,0,0,0,-25.2,44.5,0,0
,,0,1679666400000,2.4,33,62.87,0,0,0,0,-13.8,44.9,0,0
,,0,1679670000000,24.6,30.5,64.32,0,0,0,0,-2,41.7,0,0
,,0,1679673600000,42.7,33.8,66.15,0,0,0.4,105,10,44.4,1,0
,,0,1679677200000,24.6,33.9,59.29,0,0,1.1,316,21.7,47.4,3,0
,,0,1679680800000,24.6,34.1,55.87,0,0,1.9,541,32.8,49.2,5,0
,,0,1679684400000,24.6,35.8,55.27,0,0,2.5,687,42.7,51.3,7,0
,,0,1679688000000,24.6,36,51.82,0,0,2.9,795,50.3,53.3,8,0
,,0,1679691600000,29.5,33.5,43.77,0,0,3,838,54.1,55.1,8,0
,,0,1679695200000,47.6,30.6,37.65,0,0,3,824,52.8,56.1,8,0
,,0,1679698800000,47.6,33,40.11,0,0,2.7,747,46.8,57,7,0
,,0,1679702400000,24.6,33.2,39.42,0,0,2.2,617,37.9,57.8,6,0
,,0,1679706000000,30,37,47.19,0,0,1.5,429,27.2,56.9,4,0
,,0,1679709600000,24.6,37.7,52.2,0,0,0.8,221,15.8,55,2,0
,,0,1679713200000,42.7,37.8,58.23,0,0,0.1,16,4.1,52,0,0
,,0,1679716800000,24.6,37.1,63.31,0,0,0,9,-8,49.1,0,0
,,0,1679720400000,24.6,37,63.49,0,0,0.1,18,-19.6,48.8,0,0
,,0,1679724000000,26.6,37,67.58,0,0,0.1,15,-30.5,47.2,0,0
,,0,1679727600000,26.6,36.9,67.07,0,0,0,12,-40.1,47.3,0,0
,,0,1679731200000,24.6,35.9,69.27,0,0,0,0,-47.3,45.3,0,0
,,0,1679734800000,26.6,36,67.09,0,0,0,0,-50.8,46.3,0,0
,,0,1679738400000,4.3,35.9,67.14,0,0,0,0,-49.5,46.2,0,0
,,0,1679742000000,4.3,35.6,71,0,0,0,0,-43.9,44.4,0,0
,,0,1679745600000,76.2,35.7,72,0,0,0,0,-35.2,44.1,0,0
,,0,1679749200000,4.3,33.9,74.87,0,0,0,0,-24.9,41.3,0,0
,,0,1679752800000,24.6,34,76,0,0,0,0,-13.5,41,0,0
,,0,1679756400000,24.6,33.9,79.13,0,0,0,9,-1.7,39.8,0,0
,,0,1679760000000,24.6,35.1,73.31,0,0,0.4,109,10.3,43,1,0
,,0,1679763600000,24.6,34.8,62.15,0,0,1.2,332,22,47.1,3,0
,,0,1679767200000,24.6,34.1,55.94,0,0,1.9,529,33.1,49.2,5,0
,,0,1679770800000,24.6,34.7,52.69,0,0,2.5,682,43.1,51.4,7,0
,,0,1679774400000,24.6,33.8,47.66,0,0,2.8,791,50.7,53.2,8,0
,,0,1679778000000,24.6,34.1,44.84,0,0,3.2,889,54.5,55.1,9,0
,,0,1679781600000,24.6,34.1,41.98,0,0,2.9,810,53.1,57,8,0
,,0,1679785200000,24.6,31,36.32,0,0,2.7,747,47.1,57.6,7,0
,,0,1679788800000,24.6,30.9,36.08,0,0,2.2,612,38.1,57.7,6,3027
,,0,1679792400000,24.6,33.4,40.92,0,0,1.6,434,27.5,56.9,4,1066
,,0,1679796000000,24.6,35.2,45.73,0,0,0.8,223,16,55.9,2,214
,,0,1679799600000,24.6,35.1,50.51,0,0,0.1,19,4.2,53,0,32
,,0,1679803200000,24.6,35,55.93,0,0,0,9,-7.8,50.1,0,0
,,0,1679806800000,22.3,36.1,62.89,0,0,0.1,20,-19.4,48.1,0,0
,,0,1679810400000,22.3,36,62.88,0,0,0.1,16,-30.3,48,0,0
,,0,1679814000000,22.3,36,65.03,0,0,0.1,14,-39.8,47.1,0,0
,,0,1679817600000,22.3,35.9,66.57,0,0,0.1,0,-47,46.4,0,0
,,0,1679821200000,0,35.7,66.49,0,0,0.1,0,-50.4,46.2,0,0
,,0,1679824800000,0,34.9,67.32,0,0,0.1,0,-49.1,45,0,0
,,0,1679828400000,0,33.8,70.76,0,0,0.1,0,-43.5,42.7,0,0
,,0,1679832000000,71.9,34.6,68.83,0,0,0.1,0,-34.9,44.2,0,0
,,0,1679835600000,22.3,33.5,68.77,0,0,0.1,0,-24.5,43.1,0,0
,,0,1679839200000,22.3,32.9,69.82,0,0,0.1,0,-13.2,42.1,0,0
,,0,1679842800000,2.4,32.7,72.31,0,0,0,9,-1.4,40.9,0,151
,,0,1679846400000,2.4,33.7,71.48,0,0,0.4,123,10.6,42.3,1,1524
,,0,1679850000000,2.4,34.5,63.64,0,0,1.2,346,22.3,46.2,3,2731
,,0,1679853600000,24.6,32.9,55.95,0,0,1.9,533,33.4,47.9,5,3595
,,0,1679857200000,24.6,33.8,53.47,0,0,2.5,700,43.4,50.1,7,4140
,,0,1679860800000,24.6,32.2,45.09,0,0,2.9,805,51.1,53,8,4378
,,0,1679864400000,24.6,31.9,42.9,0,0,3.1,856,54.9,54,9,4348
,,0,1679868000000,24.6,29.5,36.36,0,0,3,842,53.5,55.8,8,4020
,,0,1679871600000,24.6,31.4,37.82,0,0,2.7,759,47.4,56.8,8,3400
,,0,1679875200000,24.6,31.3,37.85,0,0,2.2,622,38.3,56.8,6,2436
,,0,1679878800000,24.6,30.2,36.27,0,0,1.6,445,27.7,56.7,4,1118
,,0,1679882400000,24.6,30.3,37.91,0,0,0.9,241,16.2,55.6,2,206
,,0,1679886000000,26.6,32.5,44.57,0,0,0.1,18,4.4,53.6,0,33
,,0,1679889600000,24.6,35.1,55.96,0,0,0,9,-7.6,50.2,0,0
,,0,1679893200000,0,35.7,57.78,0,0,0.1,21,-19.2,50,0,0
,,0,1679896800000,0,34.6,57.74,0,0,0.1,17,-30,48.8,0,0
,,0,1679900400000,0,34.6,61.82,0,0,0.1,14,-39.5,47,0,0
,,0,1679904000000,0,33.9,64.77,0,0,0.1,0,-46.6,45,0,0
,,0,1679907600000,0,32,65.63,0,0,0.1,0,-50,42.7,0,0
,,0,1679911200000,0,33,69.16,0,0,0.1,0,-48.7,42.4,0,0
,,0,1679914800000,0,33.5,74.06,0,0,0.1,0,-43.1,41.1,0,0
,,0,1679918400000,0,31.6,73.25,0,0,0.1,0,-34.5,39.5,0,0
,,0,1679922000000,0,31.5,73.8,0,0,0.1,0,-24.2,39.1,0,0
,,0,1679925600000,0,31.3,75.4,0,0,0.1,0,-12.9,38.4,0,0
,,0,1679929200000,24.6,31.5,75.92,0,0,0,5,-1.1,38.4,0,383
,,0,1679932800000,42.7,33.6,77.32,0,0,0.4,114,10.9,40.2,1,1771
,,0,1679936400000,74.3,35.2,69.73,0,0,1.2,345,22.6,44.5,3,2890
,,0,1679940000000,74.3,36.4,57.55,0,0,2,545,33.8,50.8,5,3699
,,0,1679943600000,42.7,31.1,42.08,0,0,2.5,700,43.8,53.6,7,4121
,,0,1679947200000,42.7,28.6,31.94,0,0,2.9,802,51.5,58.4,8,4284
,,0,1679950800000,24.6,30,30.51,0,0,3,846,55.3,61.3,8,4166
,,0,1679954400000,24.6,26.4,24.6,0,0,3,824,53.8,63.3,8,3765
,,0,1679958000000,24.6,30.3,27.21,0,0,2.7,756,47.7,64.9,8,3104
,,0,1679961600000,26.6,35,34.4,0,0,2.2,624,38.6,63.5,6,1832
,,0,1679965200000,44.7,36.5,39.73,0,0,0.5,142,27.9,61.2,1,841
,,0,1679968800000,79.5,38.2,45.71,0,0,0.5,130,16.3,59.2,1,166
,,0,1679972400000,79.5,38.1,50.56,0,0,0.1,16,4.6,56.3,0,32
,,0,1679976000000,79.5,25.3,30.35,0,0,0,5,-7.5,56,0,0
,,0,1679979600000,79.5,24.6,30.47,0,0,0.1,19,-19,55.1,0,0
,,0,1679983200000,48,36.2,56.68,0,0,0.1,15,-29.8,51,0,0
,,0,1679986800000,40.5,36.6,59.45,0,0,0,13,-39.2,50.2,0,0
,,0,1679990400000,58.7,33,49.53,0,0,0,0,-46.3,51.2,0,0
,,0,1679994000000,40.5,36.7,61.85,0,0,0,0,-49.6,49.2,0,0
,,0,1679997600000,88,36.2,56.19,0,0,0,0,-48.3,51.3,0,0
,,0,1680001200000,90.1,36.2,58.02,0,0,0,0,-42.7,50.4,0,0
,,0,1680004800000,98.2,36,55.41,0,0,0,0,-34.2,51.5,0,0
,,0,1680008400000,61.4,35.6,54.04,0,0,0,0,-23.9,51.7,0,0
,,0,1680012000000,62.4,36.8,57.09,0,0,0,0,-12.6,51.5,0,0
,,0,1680015600000,99,34.6,51.13,0,0,0,5,-0.8,52.2,0,49
,,0,1680019200000,99,35.2,53.75,0.003,100,0.1,37,11.2,51.4,0,289
,,0,1680022800000,100,34.2,49.17,0.005,100,0.3,83,22.9,52.7,1,1002
,,0,1680026400000,99,36.9,57.62,0,0,0.7,186,34.1,51.3,2,1635
,,0,1680030000000,100,39.4,66.16,0.029,100,1.2,345,44.1,50.3,3,2102
,,0,1680033600000,100,42.2,73.58,0.007,100,0.9,255,51.9,50.3,3,2608
,,0,1680037200000,100,44.6,79.4,0.044,100,2.2,598,55.7,50.8,6,2390
,,0,1680040800000,100,46.2,84.77,0.045,100,0.2,58,54.2,50.6,1,649
,,0,1680044400000,100,46.1,87.02,0.161,100,0.3,97,48,49.8,1,749
,,0,1680048000000,100,45.4,84.52,0.145,100,0.3,83,38.8,49.9,1,734
,,0,1680051600000,89.2,44.4,82.71,0.039,100,0.4,100,28.1,49.4,1,795
,,0,1680055200000,88,44.6,82.21,0.009,100,0.5,130,16.5,49.8,1,476
,,0,1680058800000,85.4,44.4,77.28,0,0,0.1,23,4.8,51.2,0,32
,,0,1680062400000,59.4,41.5,77.95,0,0,0,11,-7.3,48,0,0
,,0,1680066000000,60.4,40.2,76.88,0.006,100,0,4,-18.8,47.1,0,0
,,0,1680069600000,57.5,40.5,81.77,0.012,100,0,4,-29.6,45.7,0,0
,,0,1680073200000,26.3,41.4,82.7,0,0,0,3,-39,46.4,0,0
,,0,1680076800000,89,41.4,82.43,0.001,100,0,0,-45.9,46.5,0,0
,,0,1680080400000,35.2,41.2,80.04,0,0,0,0,-49.2,47.1,0,0
,,0,1680084000000,93.8,41.3,82.2,0.001,100,0,0,-47.9,46.5,0,0
,,0,1680087600000,89,42.2,82.56,0.038,100,0,0,-42.4,47.3,0,0
,,0,1680091200000,39.4,41.4,82.41,0.005,100,0,0,-33.8,46.5,0,0
,,0,1680094800000,57.5,41.5,82.7,0.002,100,0,0,-23.6,46.5,0,0
,,0,1680098400000,89,41.4,82.13,0.01,100,0,0,-12.3,46.6,0,0
,,0,1680102000000,90.3,42.2,82.86,0.023,100,0,12,-0.5,47.1,0,10
,,0,1680105600000,99.1,42.3,82.87,0.03,100,0.1,16,11.5,47.3,0,126
,,0,1680109200000,99.1,42.6,83.17,0.072,100,0.3,86,23.2,47.5,1,529
,,0,1680112800000,97.9,44.2,85.81,0.02,100,1.7,473,34.4,48.3,5,912
,,0,1680116400000,97.9,43.4,81.78,0.003,100,0.5,127,44.5,48.7,1,1107
,,0,1680120000000,100,45.7,84.52,0.041,100,1,269,52.3,50.2,3,754
,,0,1680123600000,98.8,43.8,78.78,0.07,100,0.1,16,56.1,50.1,0,253
,,0,1680127200000,99.6,41.3,85.63,0.133,100,0.1,35,54.5,45.3,0,874
,,0,1680130800000,90.2,43.3,82.62,0.03,100,1.2,345,48.3,48.3,3,1122
,,0,1680134400000,90.2,44.2,82.81,0.025,100,0.6,158,39.1,49.2,2,1091
,,0,1680138000000,90.2,44,69.77,0.005,100,0.5,148,28.3,53.6,1,978
,,0,1680141600000,82.5,39.8,61.11,0.001,100,0.9,243,16.7,52.9,2,198
,,0,1680145200000,54.2,38.8,62.37,0,0,0.1,16,4.9,51.2,0,27
,,0,1680148800000,77.9,39.5,66.69,0,0,0,12,-7.1,50.1,0,0
,,0,1680152400000,79.5,41.2,76.95,0,0,0.1,15,-18.6,48.1,0,0
,,0,1680156000000,89,42.3,83.17,0,0,0,12,-29.3,47.2,0,0
,,0,1680159600000,91.1,41.5,80.11,0,0,0,10,-38.7,47.3,0,0
,,0,1680163200000,80.5,40.4,79.43,0,0,0,0,-45.6,46.5,0,0
,,0,1680166800000,100,41.4,82.7,0.003,100,0,0,-48.9,46.4,0,0
,,0,1680170400000,99.1,42.2,85.74,0,0,0,0,-47.5,46.3,0,0
,,0,1680174000000,99.1,41.3,85.76,0,0,0,0,-42,45.3,0,0
,,0,1680177600000,99.6,42.2,85.72,0,0,0,0,-33.5,46.2,0,0
,,0,1680181200000,99.1,42.1,85.56,0,0,0,0,-23.2,46.2,0,0
,,0,1680184800000,97.9,41,85.35,0,0,0,0,-12,45.1,0,0
,,0,1680188400000,79.6,41,85.92,0,0,0,7,0.3,45,0,53
,,0,1680192000000,77.2,41.9,85.97,0,0,0.7,190,11.8,45.9,2,1399
,,0,1680195600000,47.6,44.5,81.37,0,0,1.5,404,23.5,50,4,2581
,,0,1680199200000,81.5,42.4,76.93,0,0,2.8,780,34.7,49.4,8,1759
,,0,1680202800000,48.1,43.1,71.53,0,0,3.3,919,44.8,52,9,2035
,,0,1680206400000,84.9,41.3,59.97,0,0,0.7,199,52.6,54.9,2,3332
,,0,1680210000000,53.3,38.8,56.1,0,0,0.8,225,56.5,54.1,2,2943
,,0,1680213600000,35.2,38,48.06,0,0,3.2,877,54.9,57.5,9,3590
,,0,1680217200000,53.3,39.6,50.95,0,0,1.3,359,48.6,57.7,4,1732
,,0,1680220800000,53.3,41.5,56.56,0,0,0.6,165,39.3,56.8,2,1117
,,0,1680224400000,84.9,43.1,61.92,0,0,1.8,513,28.5,55.9,5,1273
,,0,1680228000000,84.9,42.2,64.27,0,0,0.9,250,16.9,54,3,198
,,0,1680231600000,48.1,40.1,61.22,0,0,0.1,18,5.1,53.1,0,30
,,0,1680235200000,24.6,38.7,62.07,0,0,0,11,-6.9,51.2,0,0
,,0,1680238800000,24.6,38.7,67.09,0,0,0.1,18,-18.4,49.2,0,0
,,0,1680242400000,30,38.6,66.83,0,0,0.1,15,-29.1,49.2,0,0
,,0,1680246000000,35.3,38.7,73.15,0,0,0,12,-38.4,46.9,0,0
,,0,1680249600000,34.1,38.1,73.97,0,0,0,0,-45.3,45.9,0,0
,,0,1680253200000,11.8,38.1,76.92,0,0,0,0,-48.5,44.9,0,0
,,0,1680256800000,4.4,37.7,76.64,0,0,0,0,-47.1,44.6,0,0
,,0,1680260400000,2.4,37.9,79.7,0,0,0,0,-41.6,43.7,0,0
,,0,1680264000000,5.3,36.9,82.83,0,0,0,0,-33.2,41.8,0,0
,,0,1680267600000,30,37,82.89,0,0,0,0,-22.9,41.8,0,0
,,0,1680271200000,7.7,36.2,85.77,0,0,0,0,-11.7,40.1,0,0
,,0,1680274800000,26.6,36.8,86.16,0,0,0,7,0.5,40.6,0,268
,,0,1680278400000,31.9,39.6,85.51,0,0,0.5,148,12.1,43.7,1,1677
,,0,1680282000000,27.6,42.4,82.54,0,0,1.3,371,23.8,47.5,4,2808
,,0,1680285600000,29.5,42.4,67.3,0,0,2,559,35.1,53,6,3638
,,0,1680289200000,32.8,41.5,62.27,0,0,2.6,724,45.2,54.1,7,3295
,,0,1680292800000,32.8,40.9,55.35,0,0,3.1,868,53,56.8,9,4346
,,0,1680296400000,32.8,39.2,48.41,0,0,3.2,888,56.8,58.6,9,3667
,,0,1680300000000,35.2,39.5,46.15,0,0,1.5,425,55.2,60.3,4,2378
,,0,1680303600000,53.3,41.3,49.05,0,0,1.2,329,48.9,60.5,3,1931
,,0,1680307200000,46.9,40.6,47.72,0,0,1.2,338,39.5,60.6,3,1598
,,0,1680310800000,53.3,41.6,53.35,0,0,0.4,107,28.7,58.5,1,878
,,0,1680314400000,44.5,38.9,50.03,0,0,0.5,130,17.1,57.4,1,477
,,0,1680318000000,41.4,38.4,53.67,0,0,0.1,33,5.3,54.8,0,62
,,0,1680321600000,20.7,38.5,58.17,0,0,0,12,-6.7,52.8,0,0
,,0,1680325200000,0,38.1,61.28,0,0,0.1,19,-18.2,50.9,0,0
,,0,1680328800000,0,37.9,65.8,0,0,0.1,15,-28.9,48.9,0,0
,,0,1680332400000,17.3,38.5,67.87,0,0,0,13,-38.1,48.6,0,0
,,0,1680336000000,20.7,38.5,72.32,0,0,0,0,-44.9,46.9,0,0
,,0,1680339600000,17.3,38.5,72.24,0,0,0,0,-48.1,46.9,0,0
,,0,1680343200000,2.4,38.5,77.43,0,0,0,0,-46.7,45.1,0,0
,,0,1680346800000,0,37.7,77.29,0,0,0,0,-41.2,44.3,0,0
,,0,1680350400000,0,36.7,77.3,0,0,0,0,-32.8,43.3,0,0
,,0,1680354000000,71.9,36.6,79.87,0,0,0,0,-22.6,42.4,0,0
,,0,1680357600000,22.3,35.7,83.06,0,0,0,0,-11.4,40.4,0,0
,,0,1680361200000,67.8,36.3,79.41,0,0,0,5,0.8,42.2,0,135
,,0,1680364800000,41.4,39.2,82.36,0,0,0.2,63,12.4,44.2,1,1583
,,0,1680368400000,39.4,42.4,77.73,0,0,1.3,367,24.1,49,4,2760
,,0,1680372000000,20.7,42.4,67.32,0,0,2,563,35.4,52.9,6,3560
,,0,1680375600000,20.7,39.9,53.46,0,0,2.6,714,45.5,56.6,7,4052
,,0,1680379200000,20.7,39.8,48.04,0,0,2.9,810,53.4,59.5,8,4226
,,0,1680382800000,20.7,40.6,45.96,0,0,3.1,854,57.2,61.6,9,4180
,,0,1680386400000,20.7,41.5,46.23,0,0,3,831,55.6,62.5,8,3882
,,0,1680390000000,23.1,43.3,49.52,0,0,2.7,754,49.1,62.4,8,3280
,,0,1680393600000,23.1,44.9,52.78,0,0,2.2,624,39.7,62.4,6,2364
,,0,1680397200000,20.7,44.2,52.76,0,0,1.6,445,28.8,61.6,4,1124
,,0,1680400800000,20.7,44.4,55.37,0,0,0.9,244,17.2,60.5,2,214
,,0,1680404400000,20.7,44.4,61.38,0,0,0.1,18,5.4,57.5,0,40
,,0,1680408000000,20.7,44.6,66.23,0,0,0,9,-6.5,55.7,0,0
,,0,1680411600000,1.2,45.5,70.61,0,0,0.1,21,-18,54.8,0,0
,,0,1680415200000,37.1,46.6,76.62,0,0,0.1,17,-28.6,53.8,0,0
,,0,1680418800000,89.3,46.7,78.3,0,0,0.1,14,-37.8,53.2,0,0
,,0,1680422400000,58.6,46.6,80.83,0,0,0,0,-44.6,52.4,0,0
,,0,1680426000000,39.4,45.1,78.02,0,0,0,0,-47.7,51.7,0,0
,,0,1680429600000,100,45.6,80.57,0,0,0,0,-46.3,51.4,0,0
,,0,1680433200000,100,46.5,83.65,0,0,0,0,-40.8,51.3,0,0
,,0,1680436800000,100,46.2,80.82,0,0,0,0,-32.5,51.9,0,0
,,0,1680440400000,100,46.1,82.8,0,0,0,0,-22.3,51.1,0,0
,,0,1680444000000,98.9,46.5,87.24,0.008,100,0.1,0,-11.1,50.1,0,0
,,0,1680447600000,98.9,45.5,84.47,0.005,100,0,5,1,50,0,176
,,0,1680451200000,88,44.4,80.11,0.008,100,0.3,79,12.6,50.2,1,1183
,,0,1680454800000,84,43.8,75.29,0,0,0.6,167,24.4,51.3,2,1228
,,0,1680458400000,84,42,67.97,0,0,1.6,448,35.7,52.3,4,2953
,,0,1680462000000,84,42.9,68.29,0,0,3,821,45.9,53.1,8,2539
,,0,1680465600000,84,42.3,61.97,0,0,3.8,1051,53.8,55.1,10,2831
,,0,1680469200000,84,41.3,56.09,0,0,2.2,619,57.6,56.8,6,2979
,,0,1680472800000,78.8,41.3,54.63,0,0,1.7,483,55.9,57.5,5,3187
,,0,1680476400000,85.4,41.4,55.68,0,0,1.1,304,49.4,57.1,3,1695
,,0,1680480000000,88,41.5,57.72,0,0,1.3,373,40,56.2,4,1132
,,0,1680483600000,81.7,41.3,60.71,0,0,0.5,146,29,54.6,1,779
,,0,1680487200000,76.9,41.4,61.86,0,0,0.5,142,17.4,54.2,1,389
,,0,1680490800000,88,40.5,62.27,0,0,0.1,35,5.6,53,0,57
,,0,1680494400000,90,41.3,68.29,0,0,0,9,-6.4,51.4,0,0
,,0,1680498000000,98.2,41.5,69.59,0.001,100,0.1,19,-17.8,51.1,0,0
,,0,1680501600000,80.6,40.7,70.61,0,0,0.1,15,-28.4,49.8,0,0
,,0,1680505200000,45.1,39.6,71.95,0,0,0,13,-37.5,48.2,0,0
,,0,1680508800000,22.6,39.5,72.05,0,0,0.1,0,-44.3,48.1,0,0
,,0,1680512400000,5.8,38.3,71.01,0,0,0,0,-47.3,47.2,0,0
,,0,1680516000000,4.1,37.1,68.02,0,0,0,0,-45.9,47.1,0,0
,,0,1680519600000,41.4,34.1,62.25,0,0,0,0,-40.5,46.3,0,0
,,0,1680523200000,3.8,31.9,57.47,0,0,0,0,-32.1,46.1,0,0
,,0,1680526800000,2,30.9,57.31,0,0,0,0,-22,45.1,0,0
,,0,1680530400000,39.7,31.5,60.4,0,0,0,0,-10.8,44.4,0,0
,,0,1680534000000,22.6,30.6,58.44,0,0,0,9,1.3,44.3,0,517
,,0,1680537600000,22.6,31.5,58.28,0,0,0.6,172,12.9,45.3,2,2056
,,0,1680541200000,22.6,32.5,55.3,0,0,1.4,394,24.7,47.8,4,3178
,,0,1680544800000,25,31.5,49.04,0,0,2.1,580,36,49.9,6,3981
,,0,1680548400000,25,30.7,44.95,0,0,2.7,745,46.2,51.4,7,4164
,,0,1680552000000,22.6,29.3,39.6,0,0,3.1,858,54.2,53.3,9,4593
,,0,1680555600000,25,29.1,36.59,0,0,3.2,886,58,55.3,9,3731
,,0,1680559200000,29.1,31.5,39.24,0,0,3.4,946,56.3,56,9,3820
,,0,1680562800000,26.7,32.4,40.46,0,0,2.9,803,49.7,56.1,8,3267
,,0,1680566400000,22.6,33.3,41.02,0,0,2.3,652,40.2,56.7,7,2326
,,0,1680570000000,22.6,33.1,42.38,0,0,1.7,473,29.2,55.6,5,967
,,0,1680573600000,25,32.4,45.21,0,0,1,264,17.6,53.1,3,179
,,0,1680577200000,22.6,33.2,50.27,0,0,0.1,21,5.8,51.1,0,27
,,0,1680580800000,22.6,35,60,0,0,0,10,-6.2,48.2,0,0
,,0,1680584400000,20.9,35.2,62.54,0,0,0.1,23,-17.6,47.4,0,0
,,0,1680588000000,22.6,36,64.97,0,0,0.1,18,-28.2,47.2,0,0
,,0,1680591600000,22.6,36.1,65.51,0,0,0.1,15,-37.3,47.1,0,0
,,0,1680595200000,22.6,35.9,66.98,0,0,0.2,0,-43.9,46.3,0,0
,,0,1680598800000,70,35.9,65.95,0,0,0.1,0,-47,46.7,0,0
,,0,1680602400000,79,35.6,65.23,0,0,0.1,0,-45.5,46.7,0,0
,,0,1680606000000,79,36.2,71.72,0,0,0.1,0,-40.1,44.8,0,0
,,0,1680609600000,70,34.6,72.1,0,0,0.1,0,-31.8,43,0,0
,,0,1680613200000,41.4,34.5,72.83,0,0,0.1,0,-21.6,42.6,0,0
,,0,1680616800000,3.8,32.9,70.32,0,0,0,0,-10.5,41.8,0,0
,,0,1680620400000,22.6,32.9,73.61,0,0,0,11,1.6,40.7,0,499
,,0,1680624000000,22.6,35.8,73.03,0,0,0.6,163,13.2,43.9,2,1925
,,0,1680627600000,22.6,34.7,63.27,0,0,1,290,25,46.5,3,3007
,,0,1680631200000,22.6,34.9,56.37,0,0,2.1,571,36.3,49.8,6,3798
,,0,1680634800000,9.6,35.6,58.88,0,0,2.6,724,46.6,49.4,7,4243
,,0,1680638400000,9.6,32.8,49.28,0,0,3,835,54.5,51.2,8,4400
,,0,1680642000000,10.6,30.1,41.28,0,0,3.2,875,58.4,53,9,4311
,,0,1680645600000,10.3,27,33.1,0,0,3.1,853,56.6,55.6,9,3916
,,0,1680649200000,19.3,27.8,33.89,0,0,2.7,749,50,55.9,7,3241
,,0,1680652800000,18.2,32.6,40.65,0,0,2.2,606,40.4,56.2,6,2159
,,0,1680656400000,20.1,30.9,38.45,0,0,1.3,367,29.4,55.9,4,1047
,,0,1680660000000,33.6,31.9,40.99,0,0,0.5,139,17.8,55.2,1,463
,,0,1680663600000,33.6,32.3,46.06,0,0,0.2,49,6,52.5,0,68
,,0,1680667200000,20.4,35.7,57.88,0,0,0.1,17,-6,49.9,0,0
,,0,1680670800000,94.1,36,62.64,0,0,0.1,18,-17.4,48.2,0,0
,,0,1680674400000,77.9,36.9,66.36,0,0,0.1,14,-27.9,47.5,0,0
,,0,1680678000000,67.9,37.1,69.95,0,0,0,12,-37,46.4,0,0
,,0,1680681600000,67.2,37.5,70.31,0,0,0.2,0,-43.6,46.7,0,0
,,0,1680685200000,58.5,36,67.2,0,0,0.1,0,-46.6,46.3,0,0
,,0,1680688800000,47.9,37.3,74.21,0,0,0.1,0,-45.2,45,0,0
,,0,1680692400000,9.6,35.7,73.42,0,0,0.1,0,-39.7,43.6,0,0
,,0,1680696000000,17.5,35.3,75.13,0,0,0.1,0,-31.4,42.6,0,0
,,0,1680699600000,2.3,35.3,78.38,0,0,0.1,0,-21.3,41.5,0,0
,,0,1680703200000,1.4,35.3,80.79,0,0,0,0,-10.2,40.8,0,0
,,0,1680706800000,11.4,35.3,83.28,0,0,0,11,1.8,40,0,567
,,0,1680710400000,21.2,38,81.62,0,0,0.7,183,13.5,43.2,2,1745
,,0,1680714000000,33.3,38.3,68.38,0,0,1,272,25.3,48.2,3,2811
,,0,1680717600000,37.5,39.6,65.59,0,0,1.6,457,36.6,50.7,5,3514
,,0,1680721200000,36.1,39.6,59.16,0,0,2.4,656,46.9,53.5,7,4073
,,0,1680724800000,38.5,39.1,56.3,0,0,3,824,54.9,54.3,8,4049
,,0,1680728400000,38.5,40.5,54.08,0,0,2.7,763,58.8,56.9,8,3728
