,result,table,time,cloudcover,dew,humidity,precip,precipprob,solarenergy,solarradiation,sunelevation,temp,uvindex,whProduced
,,0,1643594400000,28.1,46.6,71.63,0,0,0.2,62,4.9,55.6,1,17
,,0,1643598000000,15.8,45.7,76.61,0,0,0.1,14,-6.3,52.8,0,0
,,0,1643601600000,8.7,47.8,85.89,0,0,0.1,0,-17.9,51.9,0,0
,,0,1643605200000,8.7,45.9,87.05,0,0,0.1,0,-29.8,49.6,0,0
,,0,1643608800000,15.8,46.6,90.75,0,0,0.1,0,-41.7,49.2,0,0
,,0,1643612400000,16.5,44.7,85.73,0,0,0.1,0,-53.1,48.8,0,0
,,0,1643616000000,8.7,44.7,91.88,0,0,0.1,0,-63.2,46.9,0,0
,,0,1643619600000,9.4,42.9,90.72,0,0,0.1,0,-69.5,45.4,0,0
,,0,1643623200000,62.6,42.4,90.86,0,0,0.1,0,-68.3,44.9,0,0
,,0,1643626800000,26.2,40.7,89.44,0,0,0.1,0,-60.6,43.6,0,0
,,0,1643630400000,18.5,40.4,90.51,0,0,0.1,0,-50,43,0,0
,,0,1643634000000,32.5,39,86.51,0,0,0.1,0,-38.4,42.8,0,0
,,0,1643637600000,47.6,39.5,90.04,0,0,0.1,0,-26.4,42.2,0,0
,,0,1643641200000,57.5,39.1,89.49,0,0,0.1,0,-14.6,42,0,0
,,0,1643644800000,54.9,39.2,92.63,0,0,0.1,26,-3.1,41.2,0,49
,,0,1643648400000,56.9,40.4,91.68,0,0,0.1,29,7.9,42.6,0,801
,,0,1643652000000,48.6,42.9,90.07,0,0,0.5,142,17.7,45.7,1,1703
,,0,1643655600000,29.2,45.7,86.15,0,0,1.1,292,26.1,49.7,3,1643
,,0,1643659200000,33.6,46,75.76,0,0,1.1,319,32.2,53.4,3,1710
,,0,1643662800000,30.1,46.4,71.81,0,0,1.3,348,35.2,55.3,3,1146
,,0,1643666400000,31.6,46.3,74.83,0,0,0.8,233,34.8,54.1,2,764
,,0,1643670000000,31.6,47.5,78.02,0,0,0.6,163,30.8,54.2,2,683
,,0,1643673600000,31.6,46.6,71.63,0,0,0.6,163,24,55.6,2,585
,,0,1643677200000,33.6,44.5,63.33,0,0,0.5,130,15.2,56.8,1,280
,,0,1643680800000,31.6,45.7,72.36,0,0,0.2,59,5.1,54.4,1,26
,,0,1643684400000,28.1,45.7,76.45,0,0,0,11,-6.1,52.9,0,0
,,0,1643688000000,28.1,46,81.97,0,0,0,0,-17.7,51.3,0,0
,,0,1643691600000,27.6,46.9,88.94,0,0,0,0,-29.6,50,0,0
,,0,1643695200000,15.8,45.3,86.01,0,0,0,0,-41.5,49.3,0,0
,,0,1643698800000,15.8,42.9,86.74,0,0,0,0,-52.9,46.6,0,0
,,0,1643702400000,8.5,42.6,88.09,0,0,0,0,-62.9,46,0,0
,,0,1643706000000,8.7,40.7,86.4,0,0,0,0,-69.2,44.5,0,0
,,0,1643709600000,0,40.4,89.43,0,0,0,0,-68.1,43.3,0,0
,,0,1643713200000,0,38.9,91.84,0,0,0,0,-60.4,41.1,0,0
,,0,1643716800000,90.6,40.2,95.98,0,0,0,0,-49.8,41.2,0,0
,,0,1643720400000,97.8,39.7,92.15,0,0,0,0,-38.2,41.8,0,0
,,0,1643724000000,97.8,42.9,91.69,0,0,0,0,-26.3,45.2,0,0
,,0,1643727600000,74.9,38.7,90.37,0,0,0,0,-14.5,41.3,0,0
,,0,1643731200000,67.8,40.2,91.35,0,0,0,5,-2.9,42.5,0,194
,,0,1643734800000,8.7,39.6,89.61,0,0,0.1,19,8.1,42.4,0,1140
,,0,1643738400000,8.7,40.5,74.99,0,0,0.7,205,17.9,48.1,2,2550
,,0,1643742000000,0,33.3,51.73,0,0,1.4,378,26.3,50.4,4,3151
,,0,1643745600000,0,25.8,33.51,0,0,1.8,497,32.4,53.9,5,3404
,,0,1643749200000,0,22,26.24,0,0,2.1,581,35.5,56.3,6,3167
,,0,1643752800000,0,22,24.76,0,0,2.1,592,35,57.9,6,2084
,,0,1643756400000,0,23.5,24.87,0,0,2,553,31.1,59.5,6,643
,,0,1643760000000,0,25.3,26.27,0,0,1.6,453,24.3,60,5,203
,,0,1643763600000,0,20.8,21.53,0,0,1.1,307,15.5,60.3,3,112
,,0,1643767200000,0,19.5,21.35,0,0,0.2,65,5.3,59.1,1,20
,,0,1643770800000,0,21.9,27.62,0,0,0,9,-5.9,54.7,0,0
,,0,1643774400000,0,23.6,31.03,0,0,0,0,-17.6,53.5,0,0
,,0,1643778000000,0,21.9,29.53,0,0,0,0,-29.4,52.9,0,0
,,0,1643781600000,0,17,26.36,0,0,0,0,-41.3,50.3,0,0
,,0,1643785200000,0,15.6,23.55,0,0,0,0,-52.7,51.7,0,0
,,0,1643788800000,0,17.3,28.84,0,0,0,0,-62.7,48.2,0,0
,,0,1643792400000,0,21.2,35.93,0,0,0,0,-68.9,46.8,0,0
,,0,1643796000000,0,22.1,38.7,0,0,0,0,-67.8,45.8,0,0
,,0,1643799600000,0,23.6,37.56,0,0,0,0,-60.2,48.4,0,0
,,0,1643803200000,0,23.7,37.27,0,0,0,0,-49.7,48.7,0,0
,,0,1643806800000,0,24,35.88,0,0,0,0,-38.1,50,0,0
,,0,1643810400000,0,25.8,41.31,0,0,0,0,-26.2,48.2,0,0
,,0,1643814000000,0,20.1,28.82,0,0,0,0,-14.3,51.5,0,0
,,0,1643817600000,0,19.3,29.83,0,0,0,7,-2.8,49.7,0,200
,,0,1643821200000,0,22.1,30.24,0,0,0.1,19,8.3,52.5,0,1113
,,0,1643824800000,8.7,22.6,29.41,0,0,0.8,212,18.1,53.8,2,2558
,,0,1643828400000,0,22.2,26.8,0,0,1.3,370,26.5,55.9,4,3163
,,0,1643832000000,8.7,21,23.75,0,0,1.7,482,32.7,57.8,5,3422
,,0,1643835600000,8.5,19,19.89,0,0,2.1,582,35.8,60.4,6,3193
,,0,1643839200000,8.7,20.1,20.26,0,0,2.1,595,35.3,61.3,6,2131
,,0,1643842800000,8.7,18.6,19,0,0,2,551,31.4,61.3,6,644
,,0,1643846400000,8.7,20.2,20.29,0,0,1.6,449,24.5,61.3,4,194
,,0,1643850000000,8.7,21.7,21.68,0,0,1.1,305,15.7,61.3,3,112
,,0,1643853600000,8.7,22,23.36,0,0,0.2,64,5.5,59.5,1,21
,,0,1643857200000,0,23,27.56,0,0,0,9,-5.7,56,0,0
,,0,1643860800000,0,22.1,29.38,0,0,0,0,-17.4,53.3,0,0
,,0,1643864400000,0,24.9,36.45,0,0,0,0,-29.2,50.6,0,0
,,0,1643868000000,0,26.1,40.42,0,0,0,0,-41.1,49.2,0,0
,,0,1643871600000,0,26.1,42.92,0,0,0,0,-52.5,47.6,0,0
,,0,1643875200000,8.5,26.1,44.45,0,0,0,0,-62.4,46.6,0,0
,,0,1643878800000,8.7,26.1,47.77,0,0,0,0,-68.6,44.7,0,0
,,0,1643882400000,0,26.4,51.2,0,0,0,0,-67.5,43.3,0,0
,,0,1643886000000,0,26.7,54.88,0,0,0,0,-60,41.7,0,0
,,0,1643889600000,0,27.9,60.52,0,0,0,0,-49.5,40.5,0,0
,,0,1643893200000,0,27.9,60.77,0,0,0,0,-37.9,40.4,0,0
,,0,1643896800000,0,27.9,63.01,0,0,0,0,-26,39.5,0,0
,,0,1643900400000,0,27.9,61.45,0,0,0,0,-14.2,40.1,0,0
,,0,1643904000000,15.5,28.3,62.24,0,0,0,5,-2.6,40.2,0,236
,,0,1643907600000,15.8,28.3,59.65,0,0,0.1,28,8.4,41.3,0,1112
,,0,1643911200000,27.6,30.2,52.94,0,0,0.7,208,18.3,46.4,2,2496
,,0,1643914800000,28.1,32.2,49.52,0,0,1.2,337,26.8,50.4,3,2982
,,0,1643918400000,28.1,33.8,45.05,0,0,1.2,341,33,54.7,3,3138
,,0,1643922000000,27.6,32.6,35.53,0,0,2,568,36.1,60,6,2746
,,0,1643925600000,28.1,29.1,28.56,0,0,1.8,513,35.6,62.1,5,1925
,,0,1643929200000,28.1,28.8,27.23,0,0,1.8,494,31.6,63.1,5,1025
,,0,1643932800000,28.1,28.9,26.32,0,0,1.5,404,24.8,64.3,4,342
,,0,1643936400000,28.1,28.6,25.98,0,0,1.2,324,15.9,64.3,3,256
,,0,1643940000000,29.6,29.1,29.94,0,0,0.2,67,5.8,60.8,1,24
,,0,1643943600000,28.1,36.5,48.55,0,0,0,10,-5.5,55.6,0,0
,,0,1643947200000,15.8,39.3,56.87,0,0,0,0,-17.2,54.3,0,0
,,0,1643950800000,8.7,43.4,72.02,0,0,0,0,-29.1,52.2,0,0
,,0,1643954400000,8.7,44.7,85.58,0,0,0,0,-40.9,48.8,0,0
,,0,1643958000000,67.8,44.5,85.07,0,0,0,0,-52.2,48.8,0,0
,,0,1643961600000,0,42.1,79.01,0,0,0,0,-62.2,48.3,0,0
,,0,1643965200000,8.7,39.1,78.53,0,0,0,0,-68.3,45.4,0,0
,,0,1643968800000,0,38.1,76.21,0,0,0,0,-67.3,45.1,0,0
,,0,1643972400000,0,36,79.05,0,0,0,0,-59.8,42,0,0
,,0,1643976000000,0,35.4,75.39,0,0,0,0,-49.3,42.6,0,0
,,0,1643979600000,0,35.4,78.09,0,0,0,0,-37.8,41.7,0,0
,,0,1643983200000,33.1,35.4,78.95,0,0,0,0,-25.9,41.4,0,0
,,0,1643986800000,0,34.8,81.11,0,0,0,0,-14,40.1,0,0
,,0,1643990400000,0,34.7,84.43,0,0,0,7,-2.5,39,0,180
,,0,1643994000000,8.7,36.6,80.24,0,0,0.1,30,8.6,42.2,0,1053
,,0,1643997600000,8.7,37.7,68.35,0,0,0.7,199,18.6,47.6,2,2357
,,0,1644001200000,8.5,38.7,61.14,0,0,1.2,325,27,51.7,3,2921
,,0,1644004800000,8.5,38.3,52.96,0,0,1.1,310,33.2,55.1,3,3181
,,0,1644008400000,8.7,36.2,43.8,0,0,2,567,36.4,58.2,6,2996
,,0,1644012000000,0,34.4,36.48,0,0,2.1,582,35.9,61.2,6,2051
,,0,1644015600000,0,35.6,37.06,0,0,1.9,538,31.9,62.1,5,705
,,0,1644019200000,0,37,37.55,0,0,1.6,436,25.1,63.4,4,255
,,0,1644022800000,8.7,38.2,39.74,0,0,1.1,295,16.2,63.1,3,147
,,0,1644026400000,8.5,39.7,49.12,0,0,0.2,68,6,58.7,1,29
,,0,1644030000000,8.5,37,47.26,0,0,0,11,-5.3,56.9,0,0
,,0,1644033600000,15.8,38.6,55.5,0,0,0,0,-17,54.1,0,0
,,0,1644037200000,8.7,38.2,57.41,0,0,0,0,-28.9,52.8,0,0
,,0,1644040800000,15.4,36.7,59.21,0,0,0,0,-40.7,50.4,0,0
,,0,1644044400000,8.7,36.1,62.96,0,0,0,0,-52,48.2,0,0
,,0,1644048000000,8.7,37.3,67.4,0,0,0,0,-61.9,47.6,0,0
,,0,1644051600000,15.8,35.5,68.7,0,0,0,0,-68,45.1,0,0
,,0,1644055200000,0,35.8,74.6,0,0,0,0,-67,43.3,0,0
,,0,1644058800000,0,35.1,73.73,0,0,0,0,-59.6,42.9,0,0
,,0,1644062400000,0,35.1,74.54,0,0,0,0,-49.2,42.7,0,0
,,0,1644066000000,0,34.8,81.24,0,0,0,0,-37.6,40.1,0,0
,,0,1644069600000,0,35.1,79.28,0,0,0,0,-25.7,41.1,0,0
,,0,1644073200000,8.7,33.9,79.18,0,0,0,0,-13.9,39.9,0,0
,,0,1644076800000,27.6,35.1,78.98,0,0,0,9,-2.3,41.1,0,160
,,0,1644080400000,27.6,35.5,75.37,0,0,0.1,38,8.8,42.7,0,975
,,0,1644084000000,27.6,37.4,66.64,0,0,0.8,210,18.8,47.9,2,1459
,,0,1644087600000,28.1,38.9,67.37,0,0,0.8,220,27.3,49.2,2,1765
,,0,1644091200000,31.6,38.6,58.89,0,0,1.1,316,33.5,52.5,3,2002
,,0,1644094800000,31.6,39.4,56.24,0,0,1.4,401,36.7,54.7,4,2282
,,0,1644098400000,31.6,38.3,44.17,0,0,1.7,461,36.2,60.2,5,2083
,,0,1644102000000,31.6,37.3,41.03,0,0,1.7,472,32.2,61.2,5,979
,,0,1644105600000,28.1,36.1,36.27,0,0,1.4,391,25.3,63.4,4,283
,,0,1644109200000,28.1,38.8,41.99,0,0,1.1,305,16.4,62.2,3,131
,,0,1644112800000,8.7,38.8,46.91,0,0,0.2,64,6.2,59.1,1,24
,,0,1644116400000,8.7,36.1,47.81,0,0,0,10,-5.1,55.6,0,0
,,0,1644120000000,41,37,51.72,0,0,0,0,-16.8,54.4,0,0
,,0,1644123600000,18.5,37.3,57.44,0,0,0,0,-28.7,51.9,0,0
,,0,1644127200000,0,37,61.39,0,0,0,0,-40.5,49.7,0,0
,,0,1644130800000,0,37,64.36,0,0,0,0,-51.8,48.4,0,0
,,0,1644134400000,0,36.6,70.39,0,0,0,0,-61.6,45.7,0,0
,,0,1644138000000,8.7,35.1,75.47,0,0,0,0,-67.7,42.3,0,0
,,0,1644141600000,0,35.4,75.39,0,0,0,0,-66.7,42.7,0,0
,,0,1644145200000,0,35.4,74.65,0,0,0,0,-59.3,42.9,0,0
,,0,1644148800000,0,35.1,75.66,0,0,0,0,-49,42.2,0,0
,,0,1644152400000,0,34.8,79.46,0,0,0,0,-37.5,40.7,0,0
,,0,1644156000000,0,34.8,83.92,0,0,0,0,-25.6,39.2,0,0
,,0,1644159600000,8.7,34.4,83.79,0,0,0,0,-13.7,38.9,0,0
,,0,1644163200000,8.7,34.4,83.86,0,0,0,7,-2.1,38.9,0,210
,,0,1644166800000,8.5,35.1,79.76,0,0,0.2,43,9,40.9,0,1123
,,0,1644170400000,8.7,38.8,74.85,0,0,0.8,220,19,46.4,2,2462
,,0,1644174000000,0,39.8,63.09,0,0,1.3,363,27.5,51.9,4,3029
,,0,1644177600000,0,39.1,53.76,0,0,1.9,517,33.8,55.6,5,3306
,,0,1644181200000,0,39.2,46.57,0,0,2.1,594,37,59.7,6,3142
,,0,1644184800000,0,37.8,39.05,0,0,2.2,610,36.5,63.1,6,2152
,,0,1644188400000,0,39.5,38.97,0,0,2,566,32.5,65.1,6,690
,,0,1644192000000,0,38.8,34.87,0,0,1.7,468,25.6,67.5,5,206
,,0,1644195600000,0,42.4,41.27,0,0,1.2,322,16.6,66.7,3,130
,,0,1644199200000,0,39.4,40.91,0,0,0.3,75,6.4,63.6,1,32
,,0,1644202800000,0,36.5,41.61,0,0,0,10,-4.9,59.9,0,0
,,0,1644206400000,0,40.1,52.42,0,0,0,0,-16.6,57.4,0,0
,,0,1644210000000,0,43.7,65.79,0,0,0,0,-28.5,54.9,0,0
,,0,1644213600000,0,45.6,78.28,0,0,0,0,-40.3,52.2,0,0
,,0,1644217200000,0,43.8,79.09,0,0,0,0,-51.6,50,0,0
,,0,1644220800000,8.7,41.2,76.73,0,0,0,0,-61.4,48.1,0,0
,,0,1644224400000,8.7,38.1,72.95,0,0,0,0,-67.4,46.3,0,0
,,0,1644228000000,0,36.3,72.07,0,0,0,0,-66.4,44.8,0,0
,,0,1644231600000,0,38.1,81.95,0,0,0,0,-59.1,43.3,0,0
,,0,1644235200000,0,36.3,79.2,0,0,0,0,-48.8,42.3,0,0
,,0,1644238800000,66.2,36.3,81.75,0,0,0,0,-37.3,41.4,0,0
,,0,1644242400000,66.2,36,82.2,0,0,0,0,-25.4,41,0,0
,,0,1644246000000,74.9,36.3,87.06,0,0,0,0,-13.5,39.8,0,0
,,0,1644249600000,93.4,37.9,86.48,0,0,0,5,-1.9,41.6,0,28
,,0,1644253200000,92.5,41.9,92.01,0,0,0.1,23,9.2,44.1,0,645
,,0,1644256800000,58.3,44.7,94.84,0,0,0.5,147,19.2,46.1,1,2384
,,0,1644260400000,94.3,46.3,96.19,0,0,1.4,383,27.8,47.3,4,3028
,,0,1644264000000,66.2,47.8,90.14,0,0,1.9,516,34.1,50.6,5,3335
,,0,1644267600000,0,44.5,65.12,0,0,2.1,592,37.3,56,6,3210
,,0,1644271200000,0,43.8,52.32,0,0,2.2,603,36.8,61.5,6,2226
,,0,1644274800000,0,42.7,43.98,0,0,2,556,32.8,65.1,6,784
,,0,1644278400000,0,44.3,46.21,0,0,1.6,455,25.9,65.5,5,257
,,0,1644282000000,0,45.6,49.12,0,0,1.1,312,16.9,65.2,3,156
,,0,1644285600000,0,44.5,52.62,0,0,0.3,79,6.6,62,1,40
,,0,1644289200000,0,45.3,62.9,0,0,0,13,-4.7,57.8,0,0
,,0,1644292800000,0,44.1,60.22,0,0,0,0,-16.4,57.8,0,0
,,0,1644296400000,0,42.6,62.92,0,0,0,0,-28.3,55,0,0
,,0,1644300000000,0,41,64.74,0,0,0,0,-40.1,52.5,0,0
,,0,1644303600000,0,38.8,65.21,0,0,0,0,-51.4,50.1,0,0
,,0,1644307200000,0,38.5,68.42,0,0,0,0,-61.1,48.4,0,0
,,0,1644310800000,8.7,38.5,75,0,0,0,0,-67.1,46,0,0
,,0,1644314400000,0,38.5,78.53,0,0,0,0,-66.1,44.8,0,0
,,0,1644318000000,0,38.5,78.45,0,0,0,0,-58.9,44.8,0,0
,,0,1644321600000,0,37.3,78.4,0,0,0,0,-48.6,43.6,0,0
,,0,1644325200000,0,36.9,83.76,0,0,0,0,-37.1,41.4,0,0
,,0,1644328800000,0,36.6,84.02,0,0,0,0,-25.2,41.1,0,0
,,0,1644332400000,8.7,36.3,82.18,0,0,0,0,-13.4,41.3,0,0
,,0,1644336000000,8.5,35.4,80.95,0,0,0,7,-1.7,40.8,0,197
,,0,1644339600000,8.7,37.3,81.1,0,0,0.1,40,9.4,42.7,0,1049
,,0,1644343200000,8.7,41,74.17,0,0,0.8,226,19.5,48.8,2,2441
,,0,1644346800000,13.7,42.3,65.45,0,0,1.4,400,28,53.6,4,3005
,,0,1644350400000,8.5,45.2,61.28,0,0,1.8,507,34.4,58.4,5,3278
,,0,1644354000000,8.7,42.9,46.33,0,0,2.2,601,37.6,63.9,6,3132
,,0,1644357600000,0,37.2,31.03,0,0,2.2,617,37.2,69.1,6,2215
,,0,1644361200000,0,35.1,26.48,0,0,2.1,574,33.1,71.3,6,778
,,0,1644364800000,0,37,27.83,0,0,1.7,474,26.1,72,5,222
,,0,1644368400000,0,42.9,36.52,0,0,1.2,326,17.1,70.8,3,141
,,0,1644372000000,0,37.7,32.48,0,0,0.3,78,6.8,68.3,1,41
,,0,1644375600000,0,40.4,46.62,0,0,0,12,-4.5,60.9,0,0
,,0,1644379200000,0,37.5,40.46,0,0,0,0,-16.2,61.8,0,0
,,0,1644382800000,0,37.5,41.9,0,0,0,0,-28.1,60.8,0,0
,,0,1644386400000,0,38.2,49.69,0,0,0,0,-39.9,56.8,0,0
,,0,1644390000000,0,37.6,54.83,0,0,0,0,-51.2,53.5,0,0
,,0,1644393600000,8.7,37,55.88,0,0,0,0,-60.9,52.3,0,0
,,0,1644397200000,0,37,59.16,0,0,0,0,-66.8,50.7,0,0
,,0,1644400800000,0,36.9,64.32,0,0,0,0,-65.8,48.4,0,0
,,0,1644404400000,0,36.6,68.48,0,0,0,0,-58.6,46.4,0,0
,,0,1644408000000,0,36.3,69.8,0,0,0,0,-48.4,45.6,0,0
,,0,1644411600000,0,36.6,70.44,0,0,0,0,-36.9,45.7,0,0
,,0,1644415200000,0,36.9,72.15,0,0,0,0,-25.1,45.4,0,0
,,0,1644418800000,0,37,73.92,0,0,0,0,-13.2,44.8,0,0
,,0,1644422400000,0,37,74.72,0,0,0,7,-1.5,44.5,0,182
,,0,1644426000000,8.7,38.5,74.08,0,0,0.1,15,9.6,46.4,0,1030
,,0,1644429600000,8.7,41.8,64.59,0,0,0.9,257,19.7,53.5,3,2386
,,0,1644433200000,15.8,41,49,0,0,0.2,61,28.3,60.2,1,2895
,,0,1644436800000,16.9,40.5,41.57,0,0,0.3,94,34.7,64.3,1,2688
,,0,1644440400000,28.1,39.2,34.28,0,0,1,274,37.9,68.4,3,1840
,,0,1644444000000,28.1,35.2,27.19,0,0,0.5,134,37.5,70.6,1,2162
,,0,1644447600000,28.1,33.7,23.17,0,0,0.3,92,33.4,73.6,1,1270
,,0,1644451200000,28.1,35.5,25.41,0,0,0.7,200,26.4,73,2,662
,,0,1644454800000,28.1,35.2,26.98,0,0,0.3,90,17.4,70.9,1,368
,,0,1644458400000,15.5,33.2,26.83,0,0,0.1,33,7,68.7,0,33
,,0,1644462000000,8.7,34,30.55,0,0,0,6,-4.3,65.8,0,0
,,0,1644465600000,8.7,35.1,36.33,0,0,0,0,-16,62.2,0,0
,,0,1644469200000,8.7,35.5,40.68,0,0,0,0,-27.9,59.4,0,0
,,0,1644472800000,8.7,35.5,45.98,0,0,0,0,-39.7,56,0,0
,,0,1644476400000,0,36.1,50.4,0,0,0,0,-50.9,54.2,0,0
,,0,1644480000000,8.7,36.1,52.72,0,0,0,0,-60.6,53,0,0
,,0,1644483600000,8.7,36.1,57.79,0,0,0,0,-66.5,50.5,0,0
,,0,1644487200000,0,35.8,57.78,0,0,0,0,-65.5,50.1,0,0
,,0,1644490800000,0,35.5,62.01,0,0,0,0,-58.4,47.9,0,0
,,0,1644494400000,0,35.8,62.16,0,0,0,0,-48.2,48.2,0,0
,,0,1644498000000,0,36.7,68.76,0,0,0,0,-36.7,46.4,0,0
,,0,1644501600000,0,36.4,67.44,0,0,0,0,-24.9,46.6,0,0
,,0,1644505200000,0,36.7,71.35,0,0,0,0,-13,45.5,0,0
,,0,1644508800000,8.7,37,73.86,0,0,0,7,-1.3,44.8,0,383
,,0,1644512400000,8.7,38.9,69.2,0,0,0,13,9.8,48.5,0,1365
,,0,1644516000000,8.7,42.7,59.57,0,0,0.1,29,19.9,56.6,0,2582
,,0,1644519600000,8.5,41.6,42.58,0,0,1.5,429,28.6,64.9,4,2299
,,0,1644523200000,13.7,40.7,36.26,0,0,0.2,55,35,68.5,1,3239
,,0,1644526800000,8.7,43.1,35.09,0,0,1.6,456,38.3,72.2,5,3191
,,0,1644530400000,11.7,40.5,28.23,0,0,1.4,396,37.8,75.7,4,2336
,,0,1644534000000,8.5,42.3,29.72,0,0,0.2,59,33.7,76.2,1,857
,,0,1644537600000,8.7,42.6,28.73,0,0,0.1,33,26.7,77.6,0,216
,,0,1644541200000,0,41.9,28.31,0,0,1,274,17.6,77.3,3,142
,,0,1644544800000,0,41.2,29.9,0,0,0.1,18,7.2,74.7,0,47
,,0,1644548400000,0,44.4,43.31,0,0,0,7,-4.1,67.5,0,0
,,0,1644552000000,0,45.8,49.52,0,0,0,0,-15.8,65.2,0,0
,,0,1644555600000,0,44.2,51.49,0,0,0,0,-27.7,62.3,0,0
,,0,1644559200000,0,42.9,54.84,0,0,0,0,-39.5,59.1,0,0
,,0,1644562800000,8.7,42.2,58.47,0,0,0,0,-50.7,56.6,0,0
,,0,1644566400000,0,41.1,58.38,0,0,0,0,-60.3,55.4,0,0
,,0,1644570000000,0,40.6,63.86,0,0,0,0,-66.1,52.5,0,0
,,0,1644573600000,0,41,63.29,0,0,0,0,-65.2,53.2,0,0
,,0,1644577200000,0,41,65.37,0,0,0,0,-58.1,52.3,0,0
,,0,1644580800000,0,41.4,69.5,0,0,0,0,-48,51,0,0
,,0,1644584400000,0,41,70.98,0,0,0,0,-36.6,50.1,0,0
,,0,1644588000000,0,42.1,75.24,0,0,0,0,-24.7,49.6,0,0
,,0,1644591600000,0,41.8,75.91,0,0,0,0,-12.8,49.1,0,0
,,0,1644595200000,0,43.4,79.78,0,0,0,7,-1.1,49.4,0,369
,,0,1644598800000,0,42.9,72.79,0,0,0.1,15,10.1,51.3,0,1342
,,0,1644602400000,0,45.9,66.04,0,0,0.1,29,20.2,57.1,0,2525
,,0,1644606000000,8.7,47.5,60.56,0,0,1.5,425,28.9,61.2,4,3062
,,0,1644609600000,8.5,45.4,51.12,0,0,1.7,470,35.3,63.8,5,3295
,,0,1644613200000,8.7,46.4,44.29,0,0,1.9,520,38.6,69,5,3077
,,0,1644616800000,8.7,44.7,36.02,0,0,1.4,391,38.1,73.3,4,2105
,,0,1644620400000,8.7,46.6,36.05,0,0,0.2,46,34,75.4,0,622
,,0,1644624000000,15.8,46.4,33.87,0,0,1.7,486,26.9,77,5,184
,,0,1644627600000,15.8,47.5,36.38,0,0,0.1,27,17.8,76.1,0,142
,,0,1644631200000,15.8,50.2,47.08,0,0,0.1,20,7.5,71.5,0,35
,,0,1644634800000,15.8,49.4,54,0,0,0,10,-3.9,66.5,0,0
,,0,1644638400000,15.8,47.8,50.39,0,0,0,0,-15.6,66.9,0,0
,,0,1644642000000,15.8,47.5,56.05,0,0,0,0,-27.6,63.4,0,0
,,0,1644645600000,8.7,46.3,59.14,0,0,0,0,-39.3,60.6,0,0
,,0,1644649200000,8.5,46.2,63.6,0,0,0,0,-50.5,58.5,0,0
,,0,1644652800000,0,45.9,65.92,0,0,0,0,-60,57.2,0,0
,,0,1644656400000,0,45.9,71.38,0,0,0,0,-65.8,55,0,0
,,0,1644660000000,0,44.4,70.61,0,0,0,0,-64.9,53.7,0,0
,,0,1644663600000,0,43.2,76.09,0,0,0,0,-57.9,50.5,0,0
,,0,1644667200000,0,42.9,77.76,0,0,0,0,-47.7,49.5,0,0
,,0,1644670800000,0,42.9,74.39,0,0,0,0,-36.4,50.7,0,0
,,0,1644674400000,0,42.6,79.91,0,0,0,0,-24.5,48.5,0,0
,,0,1644678000000,8.7,42.2,78.83,0,0,0,0,-12.6,48.5,0,0
,,0,1644681600000,28.1,41.8,78.62,0,0,0,9,-0.9,48.2,0,289
,,0,1644685200000,15.5,42.2,75.38,0,0,0.1,17,10.3,49.7,0,1296
,,0,1644688800000,15.8,46,70.54,0,0,0.1,31,20.4,55.4,0,2526
,,0,1644692400000,15.8,47.6,61.39,0,0,0.2,46,29.2,60.9,0,3009
,,0,1644696000000,27.6,47,50.19,0,0,0.2,50,35.6,66.1,1,3144
,,0,1644699600000,15.5,45.7,42.27,0,0,2,550,38.9,69.6,6,3098
,,0,1644703200000,15.8,42.7,34.12,0,0,2.2,619,38.5,72.6,6,2200
,,0,1644706800000,15.8,45.5,35.68,0,0,2,554,34.3,74.5,6,687
,,0,1644710400000,8.7,46.5,35.72,0,0,0.2,44,27.2,75.5,0,216
,,0,1644714000000,8.7,49,39.72,0,0,0.1,34,18.1,75.2,0,173
,,0,1644717600000,8.5,50.3,49.22,0,0,0.1,20,7.7,70.3,0,42
,,0,1644721200000,8.5,49.9,55.45,0,0,0,10,-3.7,66.4,0,0
,,0,1644724800000,8.7,50,57.12,0,0,0,0,-15.5,65.6,0,0
,,0,1644728400000,0,50,61.56,0,0,0,0,-27.4,63.5,0,0
,,0,1644732000000,0,48.5,63.89,0,0,0,0,-39.1,60.8,0,0
,,0,1644735600000,0,48.2,65.4,0,0,0,0,-50.3,59.8,0,0
,,0,1644739200000,13.7,45.3,63.67,0,0,0,0,-59.8,57.5,0,0
,,0,1644742800000,13.7,44.5,68.68,0,0,0,0,-65.5,54.6,0,0
,,0,1644746400000,0,43.9,67.39,0,0,0,0,-64.6,54.5,0,0
,,0,1644750000000,0,43,72.25,0,0,0,0,-57.6,51.7,0,0
,,0,1644753600000,0,42.6,76.77,0,0,0,0,-47.5,49.6,0,0
,,0,1644757200000,0,40.9,68.94,0,0,0,0,-36.2,50.7,0,0
,,0,1644760800000,0,41.3,77.68,0,0,0,0,-24.3,47.9,0,0
,,0,1644764400000,13.7,40.7,75.36,0,0,0,0,-12.4,48.1,0,0
,,0,1644768000000,13.7,40.5,79.15,0,0,0,10,-0.7,46.6,0,341
,,0,1644771600000,13.7,42.5,74.77,0,0,0.1,17,10.5,50.2,0,1469
,,0,1644775200000,13.7,44.8,65.34,0,0,0.1,35,20.7,56.3,0,2701
,,0,1644778800000,13.7,45.5,58.52,0,0,0.1,41,29.4,60.1,0,3320
